last_name, first_name,player_id,year,slg_percent,on_base_percent,on_base_plus_slg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,
Laureano, Ramon,657656,2020,.366,.338,.704,87.7,12.3,34.4,9.4,34.4,
Fuentes, Joshua,658069,2020,.439,.320,.759,84,10.6,39.4,1.4,23.9,
Olivares, Edward,658668,2020,.375,.267,.642,82.7,7.6,33.3,5.6,27.8,
Moncada, Yoan,660162,2020,.385,.320,.705,87.8,13.9,33.8,6.2,33.1,
Ohtani, Shohei,660271,2020,.366,.291,.657,89.1,9.2,32,10.7,42.7,
Tsutsugo, Yoshi,660294,2020,.395,.314,.708,90.2,17.2,25,9.3,47.2,
Arauz, Jonathan,660620,2020,.319,.325,.644,85.6,9.4,41.2,0,25.5,
Acuna Jr., Ronald,660670,2020,.581,.406,.987,92.4,18.6,34,16,57,
Tejeda, Anderson,660731,2020,.453,.273,.726,90.8,14.3,26.7,13.3,42.2,
Varsho, Daulton,662139,2020,.366,.287,.653,86.2,18.4,27.9,4.4,38.2,
Hoerner, Nico,663538,2020,.259,.310,.569,87.5,0.8,27.9,1.2,37.2,
Riley, Austin,663586,2020,.415,.301,.716,91,13.6,30.7,10,42.9,
Madrigal, Nick,663611,2020,.369,.376,.745,83.7,4.3,30.2,0,19.8,
Mountcastle, Ryan,663624,2020,.492,.386,.878,87.4,10.8,34.7,7.1,41.8,
Hayes, Ke'Bryan,663647,2020,.682,.442,1.124,92.8,7.4,35.4,9.2,55.4,
Tucker, Kyle,663656,2020,.512,.325,.837,91.1,14.9,34.1,9.1,44.5,
Cameron, Daz,663662,2020,.263,.220,.483,87.1,9.3,34.2,2.6,26.3,
Bart, Joey,663698,2020,.320,.288,.609,89,12.6,29,4.8,48.4,
Grisham, Trent,663757,2020,.456,.349,.805,88.3,13.5,37.9,11.1,41.8,
Lowe, Nathaniel,663993,2020,.433,.316,.749,88.9,7.1,41,15.4,43.6,
Happ, Ian,664023,2020,.505,.359,.864,91.1,9,37.5,10.3,48.5,
France, Ty,664034,2020,.468,.368,.836,85.7,14.8,44.2,8.7,29.8,
Lowe, Brandon,664040,2020,.554,.362,.916,89.8,18.1,37.2,17.5,43.1,
Bader, Harrison,664056,2020,.443,.336,.779,86,15.7,35.8,11.9,35.8,
Fletcher, David,664058,2020,.425,.374,.799,84.7,4.1,30.8,0.5,17.8,
Haggerty, Sam,664059,2020,.400,.315,.715,90.6,13,44.1,2.9,41.2,
Kingery, Scott,664068,2020,.283,.226,.509,85.3,16.9,30.4,10.1,31.6,
Moore, Dylan,664238,2020,.496,.358,.855,90.4,17.3,39.4,13.8,44.7,
Straw, Myles,664702,2020,.256,.244,.500,87.4,15.9,36.7,1.7,21.7,
Bohm, Alec,664761,2020,.481,.400,.881,90.2,4.8,34.9,10.3,46.8,
Mendick, Danny,664901,2020,.383,.281,.664,86.2,7.4,30.1,2.4,31.3,
Walsh, Jared,665120,2020,.646,.324,.971,88.1,13.1,29.9,12.6,39.1,
Tatis Jr., Fernando,665487,2020,.571,.366,.937,95.9,8.7,32.3,19.5,62.2,
Guerrero Jr., Vladimir,665489,2020,.462,.329,.791,92.5,4.6,29.5,8.7,50.8,
Soto, Juan,665742,2020,.695,.490,1.185,92.1,4.3,33.3,18.3,51.6,
Taveras, Leody,665750,2020,.395,.306,.701,88.9,14.3,42.9,6.5,41.6,
Chisholm Jr., Jazz,665862,2020,.321,.242,.563,87.1,15.6,27,10.8,29.7,
Gimenez, Andres,665926,2020,.398,.333,.732,86.8,13.5,30.8,3.3,26.4,
Lux, Gavin,666158,2020,.349,.246,.596,87.1,13.9,29.5,6.8,27.3,
Adell, Jo,666176,2020,.266,.212,.478,90.6,11.4,30.4,4.3,36.2,
Bichette, Bo,666182,2020,.512,.328,.840,89.2,12,37.5,12.5,40.6,
Carlson, Dylan,666185,2020,.364,.252,.616,87.4,9.3,40.8,9.2,42.1,
Kieboom, Carter,666198,2020,.212,.344,.556,85.1,11.9,31.3,0,20.9,
Dalbec, Bobby,666915,2020,.600,.359,.959,89.9,14.8,36.6,22,43.9,
Gurriel Jr., Lourdes,666971,2020,.534,.348,.882,90.8,10.5,39.5,11.7,49.4,
Arozarena, Randy,668227,2020,.641,.382,1.022,90.3,9.2,32.6,14,44.2,
Reynolds, Bryan,668804,2020,.357,.274,.631,87.5,10.2,35.2,10.2,38.3,
Rojas, Josh,668942,2020,.180,.257,.437,86,5.4,38.3,0,27.7,
Murphy, Sean,669221,2020,.457,.364,.821,92.2,14.7,31.6,12.7,49.4,
Senzel, Nick,669222,2020,.357,.244,.601,88.3,16.3,33.9,3.6,33.9,
Edman, Tommy,669242,2020,.368,.317,.685,86.5,8.2,31,3.8,33.5,
Solak, Nick,669256,2020,.344,.326,.671,89.9,9.4,27.5,4.7,40.4,
Smith, Will,669257,2020,.579,.401,.980,90.8,24.2,41.9,12.9,47.3,
Espinal, Santiago,669289,2020,.333,.303,.636,87.3,14.5,45.7,2.2,28.3,
Hiura, Keston,669374,2020,.410,.297,.707,87.4,14.3,34.3,14.2,39.6,
Hays, Austin,669720,2020,.393,.328,.722,87,11,27.3,4,31.3,
Lopez, Nicky,670032,2020,.266,.281,.548,84.9,1.4,30.5,1.5,26.7,
Paredes, Isaac,670623,2020,.290,.278,.568,86.5,7.5,35.5,0,26.3,
Brosseau, Mike,670712,2020,.558,.378,.936,90.9,15.1,37.5,8.9,42.9,
Garcia, Luis,671277,2020,.366,.302,.668,83.5,-3.6,27.6,4.8,29.5,
Robert, Luis,673357,2020,.436,.300,.735,87.9,16.7,36.6,13,40.5,
Akiyama, Shogo,673451,2020,.297,.355,.652,85.1,2.9,34.7,0.8,26.4,
Barrero, Jose,676480,2020,.194,.206,.400,86.6,7.7,31.7,2.4,36.6,
Jeffers, Ryan,680777,2020,.436,.355,.791,91.6,10.3,27.8,13.9,41.7,
Pujols, Albert,405395,2021,.432,.287,.718,90.1,12.1,30.3,8.1,37.9,
Cabrera, Miguel,408234,2021,.378,.311,.690,91.4,11.2,32.9,9.3,50,
Rivera, Rene,425784,2021,.362,.282,.644,88.5,13,30.2,9.3,39.5,
Molina, Yadier,425877,2021,.373,.296,.669,88,14.6,33.2,5.1,32.4,
Suzuki, Kurt,435559,2021,.299,.284,.583,83.9,14.8,28.3,2.4,24.4,
Cruz Jr., Nelson,443558,2021,.521,.350,.872,92.9,10.6,31.3,14,52.9,
Peralta, David,444482,2021,.386,.320,.706,89.4,4.6,27.9,5.2,41.8,
Pina, Manny,444489,2021,.328,.250,.578,84.6,15.5,26.8,10.3,27.8,
Escobar, Alcides,444876,2021,.385,.344,.728,81.9,9.3,29.4,2,23.5,
Longoria, Evan,446334,2021,.516,.376,.892,95.9,15.7,40.3,15.1,61.3,
Cabrera, Asdrubal,452678,2021,.409,.342,.751,88.2,14.7,30.2,6,31.9,
Blackmon, Charlie,453568,2021,.386,.354,.740,87.3,9.1,29.3,5.4,40.1,
Maldonado, Martin,455117,2021,.313,.277,.590,88.1,16.2,31.4,5.2,33.1,
Cain, Lorenzo,456715,2021,.375,.333,.708,87.7,7,31.4,4.2,38.1,
Solano, Donovan,456781,2021,.389,.331,.720,87.7,10.6,40.4,5.8,34.2,
McCutchen, Andrew,457705,2021,.462,.353,.815,88.3,12.4,36.9,10.2,38.1,
Upton, Justin,457708,2021,.429,.315,.744,90.8,15.8,31.4,12,42.9,
Turner, Justin,457759,2021,.492,.378,.870,90.8,19.4,39,8.1,41.6,
Posey III, Buster,457763,2021,.549,.428,.977,89.4,8.8,42.5,9.5,44.5,
Votto, Joey,458015,2021,.559,.368,.927,92.8,15.1,42.9,16.5,51.8,
Gardner, Brett,458731,2021,.309,.321,.630,86.4,14.1,27.3,3.2,32.1,
Joyce, Matt,459964,2021,.240,.258,.498,86,16.2,27,10.8,27,
Andrus, Elvis,462101,2021,.302,.278,.580,87.6,8.9,36.4,2.5,33.5,
Sandoval, Pablo,467055,2021,.347,.306,.653,91.5,14,41.7,10.4,47.9,
Ramos, Wilson,467092,2021,.449,.257,.706,90.1,7.1,30.9,11.3,46.4,
Santana, Carlos,467793,2021,.377,.338,.715,90,13.2,28.1,7.3,42.9,
Parra, Gerardo,467827,2021,.365,.272,.636,88,15.3,34.4,1.6,29.5,
Mercer, Jordy,474568,2021,.360,.315,.676,87.5,12.2,42.2,4.7,32.8,
Belt, Brandon,474832,2021,.564,.367,.930,89.6,21,39.2,16.7,48.3,
Zimmerman, Ryan,475582,2021,.474,.286,.760,91,7,31.9,10.1,47.8,
Lowrie, Jed,476704,2021,.406,.331,.737,91.2,15.8,37.8,9.6,47.4,
Avila, Alex,488671,2021,.288,.341,.629,88.3,9.9,40.5,8.1,37.8,
Brantley Jr., Michael,488726,2021,.479,.382,.861,90.1,9.8,41.4,6.4,43.6,
Castro, Jason,488771,2021,.315,.318,.633,90.2,12.6,43.3,13.4,40.3,
Gurriel, Yuli,493329,2021,.490,.388,.879,90.3,13.7,29.7,3.7,41.9,
Rojas, Miguel,500743,2021,.415,.332,.748,87.1,11.1,35.3,2.4,33.9,
Escobar, Eduardo,500871,2021,.489,.309,.798,87.7,21,37,9.7,34.8,
Adrianza, Ehire,501303,2021,.421,.337,.758,84.8,13.4,36.8,1.7,31.6,
Lagares, Juan,501571,2021,.352,.265,.617,90.5,8.1,35.4,6.9,43.4,
Almonte, Abraham,501659,2021,.428,.344,.771,89.2,11.3,32.4,7.4,40.7,
Davis, Khris,501981,2021,.333,.262,.596,90.2,12.2,29.7,10.8,43.2,
Pham, Tommy,502054,2021,.395,.350,.745,90.7,7.4,35.4,9.7,46.3,
Martinez, J.D.,502110,2021,.528,.352,.880,91.8,17.3,40.5,12.3,48.9,
Reddick, Josh,502210,2021,.371,.285,.656,85.1,16.8,40.5,2.5,32.2,
Freeman, Mike,502273,2021,.186,.262,.448,80.1,11.1,30.8,0,17.9,
Dyson, Jarrod,502481,2021,.327,.250,.577,83.1,5,30.6,1.2,30.6,
Goldschmidt, Paul,502671,2021,.442,.333,.776,92.9,17,35.2,11.6,52.9,
Gonzalez, Marwin,503556,2021,.286,.279,.565,88.6,8.8,33.9,3.6,36.9,
Leon, Sandy,506702,2021,.266,.234,.500,87.7,21.1,31.4,2.5,26.4,
Altuve, Jose,514888,2021,.493,.352,.845,88.3,16.2,32.1,7,37,
Hernandez, Cesar,514917,2021,.431,.317,.748,88.4,11.9,34.3,9,35.8,
Segura, Jean,516416,2021,.466,.372,.838,88.5,4.1,30.8,7.9,39.4,
Castro, Starlin,516770,2021,.375,.332,.707,88.4,9.2,33.9,5.4,40.1,
Marte, Starling,516782,2021,.473,.410,.883,86.2,4,34.6,8.9,36.4,
Culberson, Charlie,518586,2021,.356,.280,.636,85.7,11.6,35.6,2.7,29.5,
d'Arnaud, Travis,518595,2021,.341,.253,.594,90.6,8.5,33.3,9.5,36.5,
Donaldson, Josh,518626,2021,.463,.354,.817,93.8,13,27.6,16.9,52.9,
Freeman, Freddie,518692,2021,.500,.393,.893,91.9,12.3,36.8,11.6,48.7,
Grandal, Yasmani,518735,2021,.436,.386,.823,93.5,14.3,29.8,14,52.9,
Heyward, Jason,518792,2021,.322,.271,.593,88,7.6,26.5,5,41.5,
Kelly, Merrill,518876,2021,.100,.137,.237,75.6,-1.3,11.5,0,15.4,
LeMahieu, DJ,518934,2021,.365,.344,.709,90.3,4.3,33.2,3.6,43.5,
Moreland, Mitch,519048,2021,.382,.284,.667,91.1,11.3,30,7.9,47.1,
Moustakas, Mike,519058,2021,.463,.351,.814,87.2,15.6,32.1,5.1,30.8,
Rizzo, Anthony,519203,2021,.456,.351,.807,91,14,32.7,9.4,43.4,
Sogard, Eric,519299,2021,.314,.283,.597,84,12.1,27.7,0.7,14.9,
Stanton, Giancarlo,519317,2021,.447,.361,.808,94.9,7.2,27.8,13,56.1,
Vogt, Stephen,519390,2021,.328,.295,.622,88.2,17.3,34.8,5.3,34.8,
Galvis, Freddy,520471,2021,.414,.303,.717,87.7,12.7,36.1,5.7,32.5,
Perez, Salvador,521692,2021,.522,.311,.833,93.1,15.5,32.8,14.5,55.9,
Flores, Wilmer,527038,2021,.438,.325,.763,88,18.6,34.3,6.9,33.5,
Garcia, Avisail,541645,2021,.476,.330,.806,90.3,9.4,35.7,12,47.7,
Inciarte, Ender,542255,2021,.316,.270,.586,84.2,12.9,31.7,3.3,15,
Ozuna, Marcell,542303,2021,.356,.288,.645,89.7,14.5,35.2,9.9,40.8,
Villar, Jonathan,542340,2021,.415,.311,.726,87.9,9.2,29,8,34,
Ortega, Rafael,542364,2021,.521,.381,.902,89.6,18.1,46.7,7.6,41.9,
Santana, Danny,542454,2021,.324,.230,.554,87.7,16.2,25.6,6.4,33.3,
Aguilar, Jesus,542583,2021,.476,.330,.807,90.2,18.5,35.5,9.1,43,
Berti, Jon,542932,2021,.313,.310,.623,87.1,1.9,29.1,2.3,38.3,
Crawford, Brandon,543063,2021,.526,.358,.885,89.4,15.2,37.8,14.3,44.6,
Cron, C.J.,543068,2021,.490,.367,.857,88.3,15.7,33.8,11.6,38.7,
Dickerson, Alex,543105,2021,.420,.289,.708,87.2,17.1,36.5,10.8,37.7,
Gomes, Yan,543228,2021,.472,.321,.794,89.2,11.4,38.9,9.2,38.9,
Grossman, Robbie,543257,2021,.420,.359,.779,88.4,20.8,39.9,8,35.8,
Harrison, Josh,543281,2021,.435,.363,.799,87.9,14.8,40.4,4,34.7,
Hicks, Aaron,543305,2021,.333,.294,.627,89.3,19.1,36.3,10,38.8,
Higashioka, Kyle,543309,2021,.411,.261,.672,89.4,20.7,33,12.5,46.6,
Hosmer, Eric,543333,2021,.403,.342,.744,90.9,3.8,24.9,5.6,47.8,
McCann, James,543510,2021,.358,.304,.662,87.9,9.5,30.5,6.4,41.9,
Miller, Brad,543543,2021,.438,.316,.755,91.7,13.8,30.1,11.8,46.3,
Nola, Austin,543592,2021,.418,.406,.824,90.8,13.4,27.8,1.4,45.8,
Rendon, Anthony,543685,2021,.382,.329,.712,89.1,22.3,31.5,5.6,38.8,
Semien, Marcus,543760,2021,.532,.341,.874,90.3,19.3,36.3,9.4,42.5,
Shaw, Travis,543768,2021,.337,.277,.614,87.7,19.4,28.7,7.8,38.8,
Springer III, George,543807,2021,.613,.363,.976,90.5,18,36.9,17.2,41.8,
Vazquez, Christian,543877,2021,.336,.303,.639,87,14.5,33.1,2.5,30.9,
Wong, Kolten,543939,2021,.439,.337,.775,88.4,11.6,33.8,5.3,36.4,
Gregorius, Didi,544369,2021,.402,.265,.667,85.5,18.1,32.2,3.3,24.6,
Garcia, Leury,544725,2021,.333,.311,.644,86.4,2.6,26.3,3.1,33,
Vargas, Ildemaro,545121,2021,.176,.200,.376,83.5,2.3,21.1,2.6,28.9,
Grichuk, Randal,545341,2021,.446,.286,.732,90.3,14.9,32.1,10.3,44.1,
Marisnick, Jake,545350,2021,.403,.280,.682,88.4,15.4,33,7.2,40.2,
Stassi, Max,545358,2021,.506,.368,.874,90.9,10.1,36.1,10.1,46.2,
Trout, Mike,545361,2021,.624,.466,1.090,91.9,12.9,38.2,18.4,52.6,
Herrera, Odubel,546318,2021,.400,.301,.701,89.1,7.5,32.6,3.3,39.7,
Ruiz, Rio,547004,2021,.289,.255,.543,85.9,11,27.3,4.5,22.7,
Harper, Bryce,547180,2021,.565,.411,.976,92.1,13,38.7,16.8,48.3,
Perez, Roberto,547379,2021,.318,.242,.560,89.8,5.5,25.4,11.9,38.8,
Abreu, Jose,547989,2021,.470,.332,.802,92.2,9.3,29.8,11,50.8,
Diaz, Elias,553869,2021,.435,.295,.730,87.4,13.2,30.7,8.9,38.5,
Narvaez, Omar,553882,2021,.446,.371,.817,86.1,16.8,39.4,6.9,28,
Astudillo, Willians,553902,2021,.427,.288,.715,85.3,16.4,32.7,4.1,32,
Suarez, Eugenio,553993,2021,.372,.261,.632,88.2,18,30,14.1,36.5,
Wheeler, Zack,554430,2021,.188,.132,.320,85.5,-4.1,20.8,0,16.7,
Polanco, Gregory,570256,2021,.360,.284,.645,89.2,15.9,33,9.9,45.8,
Gonzalez, Erik,570481,2021,.301,.259,.560,87,0.1,27.1,3.3,31.5,
Urshela, Gio,570482,2021,.439,.315,.754,89.1,7.2,37.6,8.7,42.8,
Schoop, Jonathan,570731,2021,.465,.334,.799,88.2,10.4,28.5,8.1,39.2,
Arenado, Nolan,571448,2021,.496,.318,.814,88.8,20.6,36,7.3,37.7,
Barnhart, Tucker,571466,2021,.409,.338,.747,87.9,13.2,41.1,5.1,33.1,
Farmer, Kyle,571657,2021,.411,.325,.737,87.3,16.4,38,4.4,33.2,
Goodwin, Brian,571718,2021,.457,.322,.779,88.9,18.4,35.3,6.9,34.5,
Hamilton, Billy,571740,2021,.396,.241,.637,85.3,17.1,40.8,1.4,23.9,
Haniger, Mitch,571745,2021,.493,.317,.810,89,13.5,33.5,12,43.4,
Hernandez, Enrique,571771,2021,.451,.325,.776,90.4,19,35.2,8.6,41,
Holt, Brock,571788,2021,.295,.282,.576,86.9,9.9,33.1,1.9,25.3,
Lamb, Jake,571875,2021,.414,.327,.741,92.1,16.7,33.3,10.5,44.6,
Muncy, Max,571970,2021,.547,.405,.953,91,14,36.2,16.5,43.7,
Myers, Wil,571976,2021,.420,.342,.762,87.6,9.6,28.9,7.8,38.5,
Naquin, Tyler,571980,2021,.417,.310,.727,89.8,9.4,29.5,9.8,41.9,
Owings, Chris,572008,2021,.628,.420,1.048,90.7,13.8,32.1,14.3,42.9,
Piscotty, Stephen,572039,2021,.345,.264,.609,85.6,17.6,33.9,9.3,34.7,
Pollock, AJ,572041,2021,.535,.359,.895,91,12.4,35.7,10.4,48.4,
Seager, Kyle,572122,2021,.444,.291,.736,89.9,19.9,34,12.3,42.7,
Taylor, Michael A.,572191,2021,.364,.302,.666,88.5,10.2,30.8,6.8,40.1,
Voit III, Luke,572228,2021,.375,.319,.694,89.1,14.7,35.8,13.6,44.4,
Walker, Christian,572233,2021,.346,.289,.635,88.3,13.6,31.3,5,40.3,
Zunino, Mike,572287,2021,.513,.294,.807,91.6,25.7,31.1,25.8,47.7,
Carpenter, Matt,572761,2021,.323,.330,.653,91.3,20.4,46.5,13.9,45.5,
Dickerson, Corey,572816,2021,.387,.324,.711,87,9.5,31.1,2.8,33.9,
Ruf, Darin,573131,2021,.564,.391,.955,93.2,9.7,41.4,14.7,55.2,
Yastrzemski, Mike,573262,2021,.470,.314,.785,89,18.3,31.7,9.9,38.1,
Contreras, Willson,575929,2021,.420,.334,.754,91.1,9.5,29.6,9.6,47.8,
Iglesias, Jose,578428,2021,.392,.305,.697,85.6,10.5,34.7,3.8,30,
Torreyes, Ronald,591720,2021,.382,.310,.692,81.8,13.6,30.2,0.6,15.7,
Bryant, Kris,592178,2021,.504,.361,.865,87.6,13.2,37.7,10.8,38.1,
Canha, Mark,592192,2021,.420,.381,.801,88.6,14.7,38.5,8,38.9,
Casali, Curt,592200,2021,.408,.327,.736,86.2,22.4,37.4,8.1,33.3,
Castellanos, Nick,592206,2021,.567,.373,.940,89.8,14,46.5,9.9,46.9,
Drury, Brandon,592273,2021,.551,.342,.893,90,8.9,26.4,7.5,47.2,
Gamel, Ben,592325,2021,.423,.344,.767,90.5,18.5,41.1,8.9,38.6,
Goodrum, Niko,592348,2021,.343,.303,.646,88,15.9,39.2,11.2,40,
Jones, JaCoby,592444,2021,.250,.210,.460,89.4,10.3,41.4,8.6,36.2,
Judge, Aaron,592450,2021,.504,.365,.869,95.6,11.4,40.1,17.9,56.5,
Machado, Manny,592518,2021,.518,.359,.877,93.7,14.4,34.1,13.3,54.2,
Marmolejos, Jose,592530,2021,.278,.266,.544,90,22.6,35.4,10.4,39.6,
Moran, Colin,592567,2021,.406,.339,.745,88.2,7.7,41,6.8,32.5,
Pederson, Joc,592626,2021,.432,.317,.749,90.4,14.9,31.3,9.6,45.8,
Realmuto, J.T.,592663,2021,.452,.351,.804,89.9,11.3,30.7,9.4,45.9,
Renfroe, Hunter,592669,2021,.468,.307,.775,89.9,14.1,34.7,13.4,43.3,
Rosario, Eddie,592696,2021,.389,.294,.683,88.6,14.1,33.6,4.6,35.3,
Simmons, Andrelton,592743,2021,.277,.282,.559,83.9,2.6,29.9,0.8,23.1,
Wilkerson, Stevie,592859,2021,.208,.211,.419,85,4.5,33.3,0,23.8,
Yelich, Christian,592885,2021,.352,.372,.724,90.1,4.1,30.3,8.6,48,
Merrifield, Whit,593160,2021,.386,.314,.700,87,13.1,37.2,2.8,28.2,
Bogaerts, Xander,593428,2021,.504,.371,.875,89.1,12.6,36.3,9.7,40.6,
Rivas, Webster,593590,2021,.356,.299,.654,86.8,12.5,26.1,4.3,32.6,
Alberto, Hanser,593643,2021,.387,.271,.658,86,16,32.9,3,26.8,
Polanco, Jorge,593871,2021,.481,.333,.814,89.2,19.1,34.9,8.7,37,
Sano, Miguel,593934,2021,.447,.300,.747,92.5,17.2,31.4,16.5,53.2,
Difo, Wilmer,594694,2021,.399,.323,.721,83.9,12.8,33.7,3.8,26,
Calhoun, Kole,594777,2021,.354,.288,.642,87.5,16.3,39,6,36,
Duvall, Adam,594807,2021,.481,.282,.764,90.3,23.6,33.6,14.5,43.4,
Eaton, Adam,594809,2021,.337,.283,.621,86.7,8.4,29.5,4.4,35,
Gosselin, Phil,594838,2021,.365,.325,.690,88.2,11.3,33.1,2.7,35.8,
Kiermaier, Kevin,595281,2021,.324,.297,.621,87,1.2,27.3,2.9,34.5,
Knapp, Andrew,595284,2021,.248,.226,.474,86.7,14.3,28.2,4.2,32.4,
Wallach, Chad,595453,2021,.267,.242,.509,84.9,8.1,33.3,3.3,36.7,
Alfaro, Jorge,595751,2021,.341,.281,.622,91.6,3.3,32.3,9.8,48.9,
Profar, Jurickson,595777,2021,.325,.340,.664,85.4,15.1,30.4,2.7,29.5,
Baez, Javier,595879,2021,.472,.285,.756,90.5,11,28.5,13.2,45.6,
Cave, Jake,595909,2021,.276,.256,.533,87.3,6.9,40.9,3,36.4,
Evans, Phillip,595943,2021,.307,.314,.621,88.5,4.7,26.6,4.5,43.5,
Gallagher, Cam,595956,2021,.205,.220,.425,84.8,13.8,33.3,0,23.3,
Hedges, Austin,595978,2021,.267,.213,.480,86.2,20.5,30.1,2.4,28.5,
Lindor, Francisco,596019,2021,.377,.322,.699,90.4,12.6,34.6,7,42.8,
Nogowski Jr., John,596056,2021,.315,.304,.619,88.1,16,37.1,0,28.6,
Odor, Rougned,596059,2021,.418,.301,.719,89.7,19.3,29.6,8.9,39.1,
Slater, Austin,596103,2021,.389,.302,.691,87.4,6.5,38.5,8.8,43.2,
Story, Trevor,596115,2021,.453,.327,.780,90.9,16.3,34.2,9.7,41.4,
Vogelbach, Daniel,596129,2021,.386,.323,.709,90.6,12.8,34.1,7,48.1,
Sanchez, Gary,596142,2021,.450,.329,.779,90.1,20.8,34,14.9,43.6,
Kepler, Max,596146,2021,.416,.289,.705,90.8,16.5,36.5,10.8,44.6,
Quinn, Roman,596451,2021,.288,.306,.595,86.4,11.2,33.3,3,27.3,
Franco, Maikel,596748,2021,.373,.261,.634,88.1,9.2,28.6,5.2,33.4,
Garcia, Robel,596825,2021,.208,.214,.421,86.5,14.3,19.7,1.5,33.3,
Choi, Ji-Man,596847,2021,.429,.362,.791,92.6,17.5,43.1,11.2,47.4,
Bradley Jr., Jackie,598265,2021,.290,.252,.542,90.1,10,26.5,5.2,41.2,
La Stella, Tommy,600303,2021,.310,.289,.599,88.4,13.9,28.9,5.3,32.9,
Severino, Pedro,600474,2021,.384,.307,.691,88.7,16.5,30.8,7.7,37.9,
Candelario, Jeimer,600869,2021,.419,.361,.781,89.4,12.5,38.6,7.8,38.9,
Daza, Yonathan,602074,2021,.384,.344,.728,85.6,6.4,33,2.4,27.8,
Urias, Ramon,602104,2021,.406,.353,.759,88.9,5.8,31.5,11,40.9,
Rondon, Jose,602922,2021,.326,.327,.653,84.3,18.5,31.6,2.6,23.7,
Ahmed, Nick,605113,2021,.338,.284,.622,87.7,10.2,27.5,1.9,29.1,
Anderson, Brian,605119,2021,.371,.320,.691,88.7,10.8,35.5,7.3,37.9,
Barnes, Austin,605131,2021,.353,.328,.681,85.5,15.5,31.5,4.6,33.3,
Bell, Josh,605137,2021,.473,.312,.785,91.9,6.9,28,9.8,51.2,
Betts, Mookie,605141,2021,.521,.378,.899,90.4,19.4,35.5,7.6,44.2,
Caratini, Victor,605170,2021,.332,.319,.651,90.1,9.1,34.9,7.4,42.9,
Davis, J.D.,605204,2021,.469,.397,.866,88.6,15.3,40,16.7,40,
Garcia, Aramis,605244,2021,.318,.234,.552,88.5,9.7,27.4,4.8,37.1,
Panik, Joe,605412,2021,.299,.273,.573,86.8,9.2,32.9,1.8,27.4,
Perez, Michael,605421,2021,.371,.240,.612,87.3,12.1,33.3,8.1,37.4,
Zimmer, Bradley,605548,2021,.361,.355,.716,90.1,7.5,33,9.6,38.3,
Castro, Harold,605612,2021,.320,.314,.635,88.3,10.6,45.7,2.5,35.8,
Arcia, Orlando,606115,2021,.311,.242,.554,88.3,8.1,30.2,4.7,39.5,
Tapia, Raimel,606132,2021,.386,.340,.726,86,-4.1,21.2,2.1,34.1,
Aquino, Aristides,606157,2021,.521,.333,.854,88.6,22,33.9,19.6,39.3,
Hernandez, Teoscar,606192,2021,.499,.348,.847,91.8,11.3,37.1,14,47.3,
Mercedes, Yermin,606213,2021,.404,.328,.732,87.3,15.8,35.4,7.2,29.2,
Peraza, Jose,606299,2021,.389,.252,.641,85.4,21.2,30.8,4.8,26,
Marte, Ketel,606466,2021,.524,.403,.927,90.9,5.4,32.6,7.1,50.4,
Greiner, Grayson,606988,2021,.345,.290,.635,85.9,11.1,33.3,6.1,33.3,
Haase, Eric,606992,2021,.515,.288,.803,92,17.5,34.6,16.7,50.6,
Nimmo, Brandon,607043,2021,.387,.413,.800,88.5,6.8,37.9,3.4,41.4,
Peterson, Jace,607054,2021,.374,.355,.729,87.8,13.7,32.7,6.7,33.7,
Turner, Trea,607208,2021,.519,.370,.889,89.2,11.2,35.8,7.1,46,
Smith, Kevan,607345,2021,.200,.245,.445,87.5,5.7,26.6,1.6,34.4,
Beaty, Matt,607461,2021,.351,.354,.704,87.2,12.2,26.7,3,31.9,
Blandino, Alex,607468,2021,.257,.317,.574,85.4,13.6,33.3,0,31,
Pillar, Kevin,607680,2021,.373,.248,.621,86.3,20.3,35.7,7,35.7,
Stallings, Jacob,607732,2021,.393,.328,.721,87.8,10.5,36.5,6.3,35.6,
Ramirez, Jose,608070,2021,.530,.340,.870,90.8,19,32.1,11.4,44.8,
Bregman, Alex,608324,2021,.428,.359,.787,88.8,14.7,31.2,5.8,37.6,
Gallo, Joey,608336,2021,.468,.367,.835,92,20.3,31.7,17.8,44.7,
Kelly, Carson,608348,2021,.427,.378,.805,88.7,18.2,40.4,9.6,37.5,
Seager, Corey,608369,2021,.436,.362,.799,91.2,9.3,31.8,8.8,50.7,
Winker, Jesse,608385,2021,.555,.392,.947,90.7,10.4,38.6,11.3,47.5,
Mazara, Nomar,608577,2021,.321,.276,.597,90.4,11.1,33.1,7.4,39.7,
Murphy, Tom,608596,2021,.365,.291,.656,89.3,16.3,34.2,10.8,39.2,
Jankowski, Travis,608671,2021,.337,.327,.664,85.6,5.1,28.9,2.6,21.1,
Mayfield, Jack,608686,2021,.436,.254,.690,85.3,15.5,27.9,7,27.9,
Plawecki, Kevin,608700,2021,.404,.373,.777,90,13.9,40.5,6,42.9,
Refsnyder, Rob,608701,2021,.471,.385,.855,90.5,8.1,42.9,12.2,42.9,
Andujar, Miguel,609280,2021,.383,.284,.667,87.1,6.1,31.5,5.5,37,
Vosler, Jason,613564,2021,.366,.263,.629,88.5,18.6,28.3,9.4,35.8,
